n_exp,w1,w2,k_value,rho,n_obs,n_hidden,T,original_phrase,attacked_phrase,kl-d,p_clean,p_att,d2original,exp_util,seconds
3,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.0,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]",1.0,151.0,6000
2,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.0,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]",1.0,151.0,6000
1,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', '""', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', 'support', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'deal', ""'s"", 'nuclear', 'program', ')', '.']",4.58293821770876,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[7.03806121e-05 1.84462239e-03 9.83381837e-04 6.02241207e-05
 3.44875253e-06 8.52468845e-04 6.25500112e-05 3.19675861e-04
 2.56410555e-03 3.86473630e-05 6.57654876e-05 3.05147430e-05
 1.59259352e-04 2.48655341e-03 2.55249833e-03 4.81821178e-05
 1.16310131e-03 6.20022313e-04 3.32962054e-05 3.46481326e-04
 1.43587173e-04 4.14279620e-05 2.84266882e-04 1.10509393e-03
 2.22892888e-04 1.20931463e-03 1.63558980e-03 1.87763889e-04
 9.80864883e-01]",0.9,140.5837491738222,6000
0,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', '.', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",4.587218559732862,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[7.01347290e-05 1.83817798e-03 9.80926220e-01 6.00137204e-05
 3.43670390e-06 8.49490642e-04 6.23314852e-05 3.18559034e-04
 2.55514754e-03 3.85123437e-05 6.55357279e-05 3.04081361e-05
 1.58702960e-04 2.47786634e-03 2.54358087e-03 4.80137877e-05
 1.15903788e-03 6.17856191e-04 3.31798811e-05 3.45270852e-04
 1.43085534e-04 4.12832284e-05 2.83273761e-04 1.10123315e-03
 2.22114185e-04 1.20508975e-03 1.62987567e-03 1.87107913e-04
 9.85459542e-04]",0.9666666666666667,150.58787514649367,6000
16,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.0,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]",1.0,151.0,9000
11,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.0,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]",1.0,151.0,9000
14,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', '""', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",4.58293821771376,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[7.03806121e-05 1.84462239e-03 9.83381837e-04 6.02241207e-05
 3.44875253e-06 8.52468845e-04 6.25500112e-05 3.19675861e-04
 2.56410555e-03 3.86473630e-05 6.57654876e-05 3.05147430e-05
 1.59259352e-04 2.48655341e-03 2.55249833e-03 4.81821178e-05
 1.16310131e-03 6.20022313e-04 3.32962054e-05 3.46481326e-04
 1.43587173e-04 4.14279620e-05 2.84266882e-04 1.10509393e-03
 2.22892888e-04 1.20931463e-03 1.63558980e-03 1.87763889e-04
 9.80864883e-01]",0.9666666666666667,150.58287802294143,9000
10,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.0,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]",1.0,151.0,9000
13,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', ',', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",5.048701339771662,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[3.76741868e-05 9.88369086e-01 5.26396545e-04 3.22374970e-05
 1.84793613e-03 4.56319852e-04 3.34825278e-05 1.71119968e-04
 1.37254549e-03 2.06876287e-05 3.52037470e-05 1.63343014e-05
 8.52502754e-05 1.33103244e-03 1.36633223e-03 2.57915078e-05
 6.22598964e-04 3.31893056e-04 1.78231962e-05 1.85468722e-04
 7.68610818e-05 2.21760614e-05 1.52165821e-04 5.91548069e-04
 1.19312806e-04 6.47336589e-04 8.75518326e-04 1.00508530e-04
 5.29358100e-04]",0.9666666666666667,151.0484414450673,9000
15,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', ',', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",5.048701339771662,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[3.76741868e-05 9.88369086e-01 5.26396545e-04 3.22374970e-05
 1.84793613e-03 4.56319852e-04 3.34825278e-05 1.71119968e-04
 1.37254549e-03 2.06876287e-05 3.52037470e-05 1.63343014e-05
 8.52502754e-05 1.33103244e-03 1.36633223e-03 2.57915078e-05
 6.22598964e-04 3.31893056e-04 1.78231962e-05 1.85468722e-04
 7.68610818e-05 2.21760614e-05 1.52165821e-04 5.91548069e-04
 1.19312806e-04 6.47336589e-04 8.75518326e-04 1.00508530e-04
 5.29358100e-04]",0.9666666666666667,151.04908723504286,9000
3,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.0,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]",1.0,151.0,9000
2,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.0,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]",1.0,151.0,9000
1,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.0,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]",1.0,151.0,9000
0,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.0,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]",1.0,151.0,9000
